transaction_id,customer_id,product_id,transaction_date,online_order,order_status
208,183,51,2017-05-21,False,Approved
209,2591,59,2017-09-22,False,Approved
210,3356,63,2017-04-12,True,Approved
211,766,40,2017-05-07,True,Approved
212,1596,80,2017-01-13,False,Approved
213,520,82,2017-12-14,False,Approved
214,868,46,2017-03-22,True,Approved
215,2999,78,2017-09-30,False,Approved
216,352,72,2017-11-29,True,Approved
217,1140,75,2017-06-09,False,Approved
218,621,40,2017-04-21,False,Approved
219,3307,2,2017-11-13,False,Approved
220,1502,10,2017-04-09,True,Approved
221,936,35,2017-05-08,False,Approved
222,939,8,2017-07-08,True,Approved
223,2698,2,2017-11-30,False,Approved
224,579,69,2017-04-25,True,Approved
225,2036,54,2017-03-30,True,Approved
226,3077,8,2017-03-10,False,Approved
227,369,86,2017-03-16,True,Approved
228,821,13,2017-04-04,True,Approved
229,2687,19,2017-03-13,True,Approved
230,681,86,2017-12-23,True,Approved
231,37,46,2017-08-12,True,Approved
232,3002,30,2017-08-04,False,Approved
233,396,92,2017-09-01,False,Approved
234,550,71,2017-09-01,True,Approved
235,1605,77,2017-07-02,False,Approved
236,2325,7,2017-08-31,True,Approved
237,1420,23,2017-03-11,True,Approved
238,3099,12,2017-10-08,False,Approved
239,1645,61,2017-10-01,True,Approved
240,546,21,2017-11-23,False,Approved
241,2885,86,2017-03-27,True,Approved
242,2740,57,2017-12-04,False,Approved
243,3166,63,2017-11-13,True,Approved
244,3487,63,2017-12-20,True,Approved
245,2890,33,2017-09-22,True,Approved
246,3370,98,2017-01-22,False,Approved
247,3393,15,2017-01-29,True,Approved
248,2410,57,2017-07-21,False,Approved
249,3466,61,2017-02-10,True,Approved
250,1454,48,2017-11-25,False,Cancelled
251,1967,63,2017-04-11,,Approved
252,3089,78,2017-12-03,False,Approved
253,3123,2,2017-12-30,False,Approved
254,2692,67,2017-07-26,False,Approved
255,2801,67,2017-04-01,True,Cancelled
256,1580,13,2017-10-22,True,Approved
257,352,65,2017-03-22,False,Approved
258,1777,49,2017-06-15,True,Approved
259,142,87,2017-07-06,True,Approved
260,3393,31,2017-12-28,False,Approved
261,599,17,2017-05-09,False,Approved
262,1258,91,2017-01-18,False,Approved
263,3405,53,2017-10-22,True,Approved
264,3198,38,2017-01-30,False,Approved
265,834,20,2017-06-26,False,Approved
266,3467,44,2017-11-07,True,Approved
267,3436,69,2017-08-13,True,Approved
268,1516,68,2017-08-27,False,Approved
269,2833,11,2017-01-25,True,Approved
270,2362,2,2017-02-13,False,Approved
271,2337,27,2017-07-11,False,Approved
272,2149,0,2017-04-30,True,Approved
273,2133,81,2017-05-19,False,Approved
274,360,6,2017-05-26,True,Approved
275,2969,76,2017-02-03,True,Approved
276,1720,18,2017-04-28,False,Approved
277,2904,18,2017-03-23,False,Approved
278,754,9,2017-06-03,False,Approved
279,1826,35,2017-04-25,False,Approved
280,2487,93,2017-04-08,False,Approved
281,2815,40,2017-02-18,False,Approved
282,541,1,2017-05-04,False,Approved
283,302,16,2017-03-29,False,Approved
284,2024,44,2017-10-03,True,Approved
285,142,48,2017-07-27,True,Approved
286,768,56,2017-08-07,True,Approved
287,2147,36,2017-02-07,True,Approved
288,529,36,2017-11-20,True,Approved
289,825,13,2017-02-23,False,Approved
290,624,55,2017-04-05,True,Approved
291,2302,38,2017-11-07,False,Approved
292,3380,64,2017-10-28,False,Approved
293,314,0,2017-11-19,False,Approved
294,1079,79,2017-08-25,True,Approved
295,1643,11,2017-01-20,True,Approved
296,1524,91,2017-03-14,True,Approved
297,3205,18,2017-04-14,True,Approved
298,2860,17,2017-11-20,True,Approved
299,772,13,2017-05-24,False,Approved
300,323,4,2017-03-25,True,Approved
301,2530,78,2017-03-24,,Approved
302,2426,42,2017-03-17,True,Approved
303,1883,48,2017-11-18,False,Approved
304,2745,12,2017-04-07,False,Approved
305,2819,77,2017-01-04,False,Approved
306,792,25,2017-12-13,False,Approved
307,923,35,2017-04-20,False,Approved
308,3353,7,2017-07-21,False,Approved
309,3394,68,2017-11-27,False,Approved
310,3213,75,2017-10-21,False,Approved
311,3260,77,2017-03-07,False,Approved
312,1015,1,2017-12-04,False,Approved
313,2266,81,2017-01-25,False,Approved
314,58,6,2017-08-20,True,Approved
315,3118,40,2017-12-18,True,Approved
316,1414,62,2017-08-01,False,Approved
317,2202,90,2017-06-19,True,Approved
318,2144,32,2017-05-31,True,Approved
319,1033,65,2017-10-09,True,Approved
320,2157,15,2017-06-20,True,Approved
321,1097,36,2017-01-23,False,Approved
322,2757,12,2017-04-19,False,Approved
323,87,67,2017-11-08,True,Approved
324,2049,87,2017-10-11,False,Approved
325,952,62,2017-11-14,True,Approved
326,1745,55,2017-01-20,False,Approved
327,40,1,2017-05-09,True,Approved
328,372,98,2017-10-17,True,Approved
329,1627,79,2017-08-11,True,Approved
330,444,1,2017-11-15,False,Approved
331,217,61,2017-05-23,False,Approved
332,1656,71,2017-08-02,True,Approved
333,485,58,2017-12-16,True,Approved
334,2252,86,2017-02-21,False,Approved
335,3103,95,2017-11-01,False,Approved
336,506,55,2017-10-05,True,Approved
337,1615,82,2017-10-30,,Approved
338,1881,32,2017-01-02,True,Approved
339,2903,65,2017-12-04,True,Approved
340,1274,49,2017-12-16,False,Approved
341,1443,1,2017-08-27,False,Approved
342,2091,24,2017-03-14,False,Approved
343,1478,61,2017-03-11,,Approved
344,1493,7,2017-07-09,False,Approved
345,1614,84,2017-03-21,False,Approved
346,476,48,2017-07-19,False,Approved
347,1777,16,2017-04-12,True,Approved
348,940,40,2017-08-11,False,Approved
349,2930,100,2017-10-20,True,Approved
350,2354,27,2017-10-26,True,Approved
351,1582,59,2017-06-15,False,Approved
352,416,34,2017-06-19,False,Approved
353,1013,18,2017-04-20,True,Approved
354,533,83,2017-11-14,False,Approved
355,968,82,2017-03-22,True,Approved
356,727,88,2017-07-09,True,Approved
357,1160,77,2017-04-13,False,Approved
358,3425,6,2017-12-06,True,Approved
359,1614,10,2017-11-10,True,Approved
360,2140,69,2017-04-26,True,Approved
361,2589,15,2017-01-31,False,Approved
362,2920,7,2017-09-22,True,Approved
363,62,73,2017-08-14,True,Approved
364,1112,32,2017-09-13,False,Approved
365,1995,39,2017-05-03,True,Approved
366,1965,28,2017-08-22,False,Approved
367,1614,0,2017-03-10,False,Approved
368,366,25,2017-01-24,True,Approved
369,2682,32,2017-07-29,False,Approved
370,2993,78,2017-08-03,True,Approved
371,1887,44,2017-08-28,False,Approved
372,1692,56,2017-08-16,True,Approved
373,1927,1,2017-06-24,False,Approved
374,2567,15,2017-03-07,False,Approved
375,3276,17,2017-07-05,True,Approved
376,1808,0,2017-02-09,False,Approved
377,2368,7,2017-10-17,False,Approved
378,470,53,2017-10-27,False,Approved
379,3270,20,2017-03-03,False,Approved
380,1683,3,2017-08-20,True,Approved
381,880,14,2017-09-18,True,Approved
382,309,83,2017-12-02,True,Approved
383,1698,39,2017-11-28,True,Approved
384,1434,67,2017-08-28,False,Approved
385,2712,40,2017-05-14,False,Approved
386,892,13,2017-10-01,False,Approved
387,832,100,2017-10-15,True,Approved
388,1033,35,2017-05-03,True,Approved
389,2834,17,2017-02-15,True,Approved
390,3015,79,2017-01-04,False,Approved
391,3484,86,2017-10-12,False,Approved
392,2775,9,2017-03-19,False,Approved
393,1208,58,2017-08-30,True,Approved
394,2109,58,2017-06-29,False,Approved
395,3195,43,2017-10-12,True,Approved
396,3366,88,2017-06-27,True,Approved
397,2492,15,2017-02-27,False,Approved
398,389,6,2017-03-12,True,Approved
399,1306,83,2017-12-18,,Approved
400,552,0,2017-07-24,True,Approved
401,3009,82,2017-05-05,False,Approved
402,2925,88,2017-06-14,False,Approved
403,140,14,2017-02-17,False,Approved
404,209,67,2017-09-14,True,Approved
405,225,76,2017-06-19,False,Approved
406,1595,0,2017-04-17,False,Approved
407,2559,0,2017-06-14,True,Approved
408,769,18,2017-12-11,False,Approved
409,1282,23,2017-05-08,False,Approved
410,2377,82,2017-03-07,False,Approved
411,3355,62,2017-12-30,False,Approved
412,2350,20,2017-05-11,True,Approved
413,720,60,2017-09-09,False,Approved
414,3249,65,2017-02-02,True,Approved
415,2939,76,2017-10-01,True,Approved
416,1035,17,2017-11-03,True,Approved
417,492,73,2017-10-02,False,Approved
418,3100,39,2017-12-10,True,Approved
419,1586,34,2017-04-19,False,Approved
420,31,97,2017-05-25,True,Approved
421,887,9,2017-04-28,False,Approved
422,3356,11,2017-08-26,False,Approved
423,2498,82,2017-09-15,True,Approved
424,3415,96,2017-03-03,True,Approved
425,2828,28,2017-09-06,False,Approved
426,3117,39,2017-04-24,True,Approved
427,2850,70,2017-11-19,False,Approved
428,2779,62,2017-11-30,True,Approved
429,683,84,2017-12-15,False,Approved
430,2342,21,2017-10-26,False,Approved
431,3388,7,2017-02-12,False,Approved
432,1968,79,2017-06-19,True,Approved
433,2923,39,2017-12-17,True,Approved
434,15,67,2017-03-10,False,Approved
435,2659,4,2017-07-22,True,Approved
436,3417,96,2017-09-26,True,Approved
437,1862,13,2017-08-27,True,Approved
438,1670,76,2017-04-17,False,Approved
439,2126,33,2017-12-05,True,Approved
440,2702,54,2017-10-20,True,Approved
441,125,93,2017-02-25,True,Approved
442,750,63,2017-04-24,True,Approved
443,359,52,2017-01-25,False,Approved
444,2820,33,2017-09-10,False,Approved
445,850,65,2017-11-25,True,Approved
446,3072,50,2017-05-23,False,Approved
447,820,0,2017-06-23,False,Approved
448,919,4,2017-09-28,True,Approved
449,1250,26,2017-03-31,False,Approved
450,1655,5,2017-05-01,False,Approved
451,1194,29,2017-12-02,True,Approved
452,234,80,2017-03-20,False,Approved
453,724,9,2017-11-22,False,Approved
454,1976,9,2017-05-03,False,Approved
455,193,24,2017-08-16,True,Approved
456,1588,84,2017-01-30,True,Approved
457,290,100,2017-10-10,False,Approved
458,167,7,2017-03-25,False,Approved
459,2821,51,2017-04-29,True,Approved
460,1201,21,2017-08-07,False,Approved
461,893,46,2017-07-09,False,Approved
462,2794,62,2017-09-05,True,Approved
463,3166,96,2017-07-14,True,Approved
464,1422,81,2017-10-13,False,Approved
465,3476,31,2017-04-17,False,Approved
466,505,13,2017-06-24,True,Approved
467,1132,59,2017-10-15,False,Approved
468,2363,53,2017-11-02,True,Approved
469,1816,12,2017-10-11,False,Approved
470,73,18,2017-04-30,False,Approved
471,647,18,2017-01-21,True,Approved
472,1304,2,2017-02-09,True,Approved
473,344,25,2017-11-11,False,Approved
474,1001,18,2017-10-07,True,Approved
475,2724,16,2017-08-10,False,Approved
476,1787,21,2017-08-19,True,Approved
477,367,73,2017-02-12,,Approved
478,524,98,2017-01-18,True,Approved
479,479,69,2017-09-08,True,Approved
480,1782,52,2017-04-17,True,Approved
481,361,16,2017-03-15,True,Approved
482,1135,17,2017-04-22,False,Approved
483,1591,59,2017-02-15,True,Approved
484,941,3,2017-05-04,True,Approved
485,804,87,2017-03-17,False,Approved
486,2729,25,2017-07-24,True,Approved
487,223,27,2017-02-15,True,Approved
488,1571,10,2017-09-09,True,Approved
489,2747,82,2017-01-25,False,Approved
490,506,11,2017-04-12,True,Approved
491,2676,32,2017-12-10,True,Approved
492,547,90,2017-01-11,True,Approved
493,2623,44,2017-12-03,True,Approved
494,1509,92,2017-11-16,True,Approved
495,479,21,2017-08-09,True,Approved
496,661,0,2017-11-08,False,Approved
497,1854,62,2017-12-30,True,Approved
498,125,72,2017-05-29,False,Approved
499,1037,22,2017-07-19,False,Approved
500,1446,79,2017-02-02,True,Approved
501,2810,28,2017-07-25,True,Approved
502,500,77,2017-06-13,True,Approved
503,2468,87,2017-08-07,True,Approved
504,1785,5,2017-03-10,False,Approved
505,2560,66,2017-07-09,False,Approved
506,1853,66,2017-12-04,False,Approved
507,3468,71,2017-09-02,True,Approved
508,3389,91,2017-03-24,False,Approved
509,3015,17,2017-07-28,False,Approved
510,3073,85,2017-04-23,True,Approved
511,683,24,2017-07-04,True,Approved
512,1020,62,2017-10-02,True,Approved
513,1052,0,2017-11-29,False,Approved
514,1679,57,2017-01-02,True,Approved
515,3330,53,2017-11-18,False,Approved
516,1591,43,2017-05-03,False,Approved
517,311,77,2017-01-01,True,Approved
518,1996,84,2017-11-25,False,Approved
519,997,77,2017-10-19,True,Approved
520,1276,88,2017-09-21,False,Approved
521,693,92,2017-02-18,False,Approved
522,3013,7,2017-01-26,False,Approved
523,2234,84,2017-01-07,True,Approved
524,1171,99,2017-02-10,True,Approved
525,1849,37,2017-04-27,False,Approved
526,827,20,2017-04-02,True,Approved
527,1499,14,2017-08-27,True,Approved
528,2233,42,2017-05-04,True,Approved
529,103,6,2017-06-03,True,Approved
530,1202,62,2017-03-31,,Approved
531,1494,22,2017-06-10,True,Approved
532,1559,77,2017-10-15,True,Approved
533,3381,57,2017-02-09,False,Approved
534,1517,14,2017-04-08,False,Approved
535,776,30,2017-10-28,True,Approved
536,1018,36,2017-12-03,True,Approved
537,3280,4,2017-08-18,True,Approved
538,1042,74,2017-03-23,False,Approved
539,1312,38,2017-09-04,True,Approved
540,682,40,2017-09-02,True,Approved
541,1499,80,2017-04-13,True,Approved
542,1555,96,2017-07-08,False,Approved
543,246,45,2017-12-03,False,Approved
544,2734,0,2017-05-19,True,Approved
545,2336,45,2017-05-19,False,Approved
546,2391,73,2017-08-21,True,Approved
547,2139,94,2017-06-26,True,Approved
548,867,89,2017-03-06,True,Approved
549,543,1,2017-01-25,False,Approved
550,2839,77,2017-09-05,False,Approved
551,3382,0,2017-10-15,True,Approved
552,333,21,2017-11-30,True,Approved
553,2826,96,2017-10-22,False,Approved
554,1707,12,2017-01-31,False,Approved
555,1198,90,2017-05-08,True,Approved
556,359,91,2017-09-04,False,Approved
557,170,54,2017-01-16,True,Approved
558,3481,0,2017-02-22,False,Approved
559,3104,20,2017-03-21,,Approved
560,695,7,2017-01-10,False,Approved
561,2298,65,2017-01-01,False,Approved
562,753,53,2017-09-23,False,Approved
563,3071,97,2017-04-05,False,Approved
564,1913,45,2017-11-18,True,Approved
565,2633,65,2017-09-23,False,Approved
566,178,90,2017-11-28,False,Approved
567,252,12,2017-03-09,False,Approved
568,1032,10,2017-08-04,True,Approved
569,1094,76,2017-05-08,False,Approved
570,1396,68,2017-12-21,True,Approved
571,1186,2,2017-08-20,False,Approved
572,2770,4,2017-01-27,True,Approved
573,2271,89,2017-07-06,False,Approved
574,2518,89,2017-01-25,True,Approved
575,3197,18,2017-06-26,True,Approved
576,2538,66,2017-02-26,False,Approved
577,149,1,2017-05-04,,Approved
578,1579,63,2017-10-13,True,Approved
579,1979,51,2017-05-31,True,Approved
580,1447,66,2017-04-13,True,Approved
581,2618,52,2017-12-19,False,Approved
582,1224,9,2017-08-03,True,Approved
583,3053,0,2017-04-16,False,Approved
584,1019,43,2017-09-13,True,Cancelled
585,1677,56,2017-03-22,False,Approved
586,1047,95,2017-04-14,True,Approved
587,1320,82,2017-08-14,False,Approved
588,823,44,2017-08-30,True,Approved
589,854,7,2017-10-04,False,Approved
590,1141,0,2017-02-16,True,Approved
591,1574,87,2017-07-23,False,Approved
592,132,31,2017-03-21,False,Approved
593,1399,20,2017-12-14,True,Approved
594,2118,2,2017-08-17,False,Approved
595,825,84,2017-01-12,False,Approved
596,1691,86,2017-02-01,False,Approved
597,345,12,2017-08-13,False,Approved
598,1665,15,2017-01-03,True,Approved
599,1059,45,2017-12-08,True,Approved
600,964,0,2017-06-24,False,Approved
601,1466,76,2017-11-27,True,Approved
602,3477,89,2017-08-23,True,Approved
603,3318,52,2017-05-12,True,Approved
604,2490,96,2017-03-04,True,Approved
605,3023,0,2017-03-23,False,Approved
606,2878,70,2017-12-30,False,Approved
607,2754,48,2017-05-28,True,Approved
608,266,65,2017-09-14,False,Approved
609,1409,74,2017-03-29,False,Approved
610,3482,85,2017-10-20,False,Approved
611,368,85,2017-12-06,True,Approved
612,3275,2,2017-07-20,False,Approved
613,904,91,2017-03-03,False,Approved
614,2536,24,2017-03-08,True,Approved
615,375,81,2017-07-22,True,Approved
616,2694,9,2017-07-13,True,Approved
617,3285,12,2017-08-12,False,Approved
618,3016,79,2017-06-27,True,Approved
619,3493,12,2017-03-16,False,Approved
620,864,89,2017-06-22,False,Approved
621,2510,62,2017-03-27,False,Approved
622,3097,89,2017-10-14,False,Approved
623,2156,94,2017-03-01,False,Approved
624,1600,0,2017-08-12,False,Approved
625,2033,82,2017-09-15,False,Approved
626,1999,34,2017-06-12,False,Approved
627,968,90,2017-01-20,False,Approved
628,2060,3,2017-02-17,True,Approved
629,2569,100,2017-03-11,False,Approved
630,2853,92,2017-10-10,True,Approved
631,818,3,2017-11-20,False,Approved
632,3164,62,2017-09-10,True,Approved
633,2211,49,2017-09-10,True,Approved
634,2069,83,2017-04-29,False,Approved
635,2296,41,2017-08-31,True,Approved
636,2836,35,2017-07-02,False,Approved
637,524,96,2017-02-14,False,Approved
638,1436,95,2017-02-11,False,Approved
639,482,21,2017-04-17,False,Approved
640,760,95,2017-09-05,False,Approved
641,757,93,2017-10-19,False,Approved
642,1570,30,2017-09-05,False,Approved
643,3245,0,2017-09-28,False,Approved
644,1841,97,2017-08-20,False,Approved
645,3039,99,2017-04-27,False,Approved
646,2590,3,2017-10-12,False,Approved
647,2175,54,2017-03-05,True,Approved
648,485,84,2017-10-16,True,Approved
649,606,53,2017-11-01,False,Approved
650,761,42,2017-04-26,False,Approved
651,3154,64,2017-03-11,False,Approved
652,1739,4,2017-10-23,True,Approved
653,2700,26,2017-06-28,True,Approved
654,1775,56,2017-06-17,False,Approved
655,46,8,2017-05-12,False,Approved
656,3470,26,2017-12-28,False,Approved
657,3190,22,2017-02-21,True,Approved
658,3076,30,2017-06-04,False,Approved
659,2240,0,2017-04-18,True,Approved
660,2814,87,2017-12-17,False,Approved
661,29,87,2017-09-16,False,Approved
662,2072,41,2017-07-26,False,Approved
663,2486,71,2017-05-15,True,Approved
664,2383,100,2017-01-21,True,Approved
665,759,35,2017-10-09,True,Approved
666,2777,62,2017-02-16,True,Approved
667,3109,72,2017-06-14,False,Approved
668,3190,69,2017-03-03,False,Approved
669,3420,68,2017-04-07,False,Approved
670,112,5,2017-01-29,False,Approved
671,2874,67,2017-04-09,False,Approved
672,940,32,2017-05-22,True,Approved
673,1952,61,2017-07-08,True,Approved
674,1618,69,2017-12-02,True,Approved
675,1817,0,2017-07-05,True,Approved
676,1665,30,2017-06-26,False,Approved
677,2609,0,2017-07-02,False,Approved
678,626,61,2017-08-06,False,Approved
679,693,74,2017-12-20,True,Approved
680,2151,32,2017-01-31,True,Approved
681,3085,75,2017-12-05,True,Approved
682,1747,34,2017-06-23,False,Approved
683,2095,73,2017-12-10,False,Approved
684,1289,99,2017-12-19,False,Approved
685,2347,34,2017-08-20,False,Approved
686,1762,54,2017-06-19,False,Approved
687,1374,66,2017-05-16,False,Approved
688,836,40,2017-08-01,False,Approved
689,2310,88,2017-12-13,True,Approved
690,1371,15,2017-11-18,False,Approved
691,1385,8,2017-03-21,False,Approved
692,2744,36,2017-07-11,False,Approved
693,2999,8,2017-01-24,True,Approved
694,294,0,2017-06-15,True,Approved
695,1282,78,2017-11-22,False,Approved
696,1400,64,2017-07-06,False,Approved
697,2285,29,2017-11-21,False,Approved
698,623,88,2017-07-02,True,Approved
699,1535,60,2017-08-13,False,Approved
700,2153,58,2017-08-02,True,Approved
701,2477,51,2017-11-20,False,Approved
702,2368,54,2017-01-05,True,Approved
703,211,24,2017-10-02,True,Approved
704,1874,0,2017-08-01,False,Approved
705,2243,50,2017-03-26,False,Approved
706,1329,54,2017-01-05,True,Approved
707,260,86,2017-08-18,False,Approved
